Age,Department,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome
29,Research & Development,19,3,Technical Degree,Male,34,2,Manufacturing Director,Divorced,4,No,3,2,8,2,4,3,2,1,2,4262
33,Research & Development,1,5,Medical,Female,95,4,Research Director,Divorced,4,No,3,1,10,2,3,6,1,0,5,16184
31,Sales,7,3,Life Sciences,Male,44,3,Manager,Divorced,9,No,4,1,10,3,2,5,4,0,1,11557
18,Sales,5,3,Marketing,Male,69,1,Sales Representative,Single,1,Yes,3,0,0,3,3,0,0,0,0,1878
40,Sales,28,3,Other,Male,58,3,Sales Executive,Divorced,3,No,3,1,20,2,3,1,0,0,1,10932
41,Research & Development,2,4,Other,Female,62,2,Healthcare Representative,Single,2,Yes,3,0,10,3,3,8,7,0,7,6811
26,Sales,29,2,Medical,Male,45,2,Sales Executive,Divorced,5,No,3,2,8,5,3,0,0,0,0,4306
35,Sales,1,3,Medical,Female,80,2,Sales Executive,Single,1,No,3,0,5,3,3,5,4,0,3,4859
34,Sales,21,4,Life Sciences,Male,74,2,Sales Executive,Single,1,No,3,0,10,3,3,10,7,5,7,5337
26,Research & Development,24,3,Technical Degree,Male,66,1,Laboratory Technician,Single,1,Yes,3,0,1,3,1,1,0,0,0,2340
37,Research & Development,1,3,Technical Degree,Female,59,3,Manufacturing Director,Single,4,No,3,0,12,3,4,6,5,1,2,7491
46,Research & Development,18,1,Medical,Female,86,3,Healthcare Representative,Married,5,No,3,0,28,3,2,2,2,1,2,10527
41,Sales,2,5,Life Sciences,Female,91,4,Manager,Married,7,No,3,1,22,2,3,18,16,11,8,16595
37,Sales,9,4,Medical,Male,69,3,Sales Executive,Divorced,1,No,3,1,9,6,3,9,5,7,7,8834
52,Research & Development,6,2,Technical Degree,Male,78,2,Research Scientist,Divorced,3,Yes,3,2,18,3,3,10,9,6,9,5577
32,Sales,11,4,Other,Male,60,2,Sales Executive,Married,8,No,3,0,6,2,3,4,2,1,2,4707
24,Sales,24,3,Medical,Male,38,1,Sales Representative,Married,0,No,3,2,3,3,3,2,2,2,1,2400
38,Research & Development,10,3,Medical,Female,76,2,Healthcare Representative,Married,3,No,3,1,18,4,3,1,0,0,0,9824
37,Research & Development,1,4,Life Sciences,Female,65,2,Manufacturing Director,Married,6,No,3,1,8,2,2,6,5,4,3,6447
49,Research & Development,18,4,Life Sciences,Male,58,5,Research Director,Divorced,1,Yes,3,1,31,5,3,31,9,0,9,19502
24,Research & Development,23,3,Medical,Male,89,1,Research Scientist,Married,1,Yes,3,2,6,3,3,6,5,1,4,2725
26,Sales,28,2,Marketing,Male,66,2,Sales Executive,Married,1,No,4,2,6,5,4,5,3,1,4,6272
24,Research & Development,17,2,Other,Male,94,1,Laboratory Technician,Married,1,No,4,1,1,2,3,1,0,0,0,2127
50,Human Resources,3,3,Medical,Male,99,5,Manager,Married,1,No,3,1,32,2,3,32,5,10,7,18200
25,Sales,13,1,Medical,Male,40,1,Sales Representative,Married,1,No,3,0,7,1,3,7,4,0,6,2096
24,Research & Development,7,3,Life Sciences,Female,55,1,Laboratory Technician,Married,1,Yes,3,1,6,4,3,6,3,1,2,2886
30,Sales,12,4,Life Sciences,Male,74,1,Sales Representative,Married,1,No,3,1,1,2,4,1,0,0,0,2033
34,Research & Development,1,2,Life Sciences,Male,83,1,Research Scientist,Married,1,Yes,3,1,6,3,3,6,5,1,3,3622
31,Sales,13,4,Medical,Male,46,2,Sales Executive,Divorced,2,No,3,0,9,2,1,3,1,1,2,4233
35,Research & Development,25,2,Other,Male,54,2,Laboratory Technician,Single,4,No,3,0,9,3,3,3,2,0,2,3681
31,Sales,6,4,Medical,Male,66,2,Sales Executive,Divorced,4,No,4,2,13,4,4,7,7,5,7,5460
27,Research & Development,6,4,Medical,Female,66,1,Research Scientist,Divorced,0,No,3,2,6,5,2,5,3,0,3,2187
37,Sales,2,3,Marketing,Male,75,2,Sales Executive,Married,4,Yes,3,1,17,3,2,3,0,1,0,9602
20,Research & Development,1,3,Life Sciences,Female,83,1,Research Scientist,Single,1,No,3,0,1,0,4,1,0,0,0,2836
42,Research & Development,2,4,Life Sciences,Female,81,2,Healthcare Representative,Married,1,No,3,2,10,4,3,10,2,2,2,4089
43,Research & Development,6,4,Other,Male,50,4,Research Director,Divorced,4,Yes,3,1,21,3,2,1,0,0,0,16627
38,Research & Development,1,1,Life Sciences,Female,43,1,Research Scientist,Single,3,No,3,0,8,3,2,0,0,0,0,2619
43,Research & Development,9,5,Medical,Male,72,2,Laboratory Technician,Divorced,3,Yes,3,1,10,3,3,8,7,4,7,5679
48,Research & Development,1,4,Life Sciences,Female,40,4,Manager,Married,7,No,3,1,21,3,1,3,2,0,2,15402
44,Human Resources,1,4,Life Sciences,Female,50,2,Human Resources,Single,4,No,3,0,10,1,4,2,2,0,2,5985
34,Sales,14,3,Technical Degree,Female,31,1,Sales Representative,Divorced,1,Yes,3,2,8,3,3,8,2,0,6,2579
27,Sales,2,1,Marketing,Male,85,1,Sales Representative,Divorced,0,No,3,1,5,3,3,4,3,0,2,3041
21,Sales,22,1,Technical Degree,Male,49,1,Sales Representative,Single,1,No,3,0,3,2,3,3,2,1,2,3447
44,Research & Development,3,4,Other,Male,35,5,Manager,Married,4,Yes,3,1,26,2,4,2,2,0,1,19513
22,Research & Development,6,1,Medical,Male,69,1,Research Scientist,Married,0,No,4,0,3,3,3,2,2,2,2,2773
33,Sales,8,4,Marketing,Male,39,2,Sales Executive,Divorced,0,No,3,0,6,3,3,5,0,1,2,7104
32,Research & Development,9,4,Life Sciences,Female,92,2,Research Scientist,Married,1,Yes,3,1,6,2,2,6,4,0,5,6322
30,Research & Development,3,3,Medical,Female,71,1,Research Scientist,Divorced,1,No,4,1,1,2,3,1,0,0,0,2083
53,Sales,1,1,Medical,Female,34,2,Sales Executive,Single,7,No,4,0,18,2,4,14,7,8,10,8381
34,Research & Development,1,5,Life Sciences,Male,42,1,Research Scientist,Married,1,No,3,1,10,4,2,10,9,8,8,2691
45,Sales,26,4,Life Sciences,Female,100,2,Sales Executive,Married,2,No,3,2,5,4,3,1,1,0,0,4286
26,Research & Development,6,3,Life Sciences,Female,71,1,Laboratory Technician,Married,1,Yes,3,1,3,2,3,3,2,0,2,2659
37,Research & Development,3,3,Other,Male,36,3,Manufacturing Director,Married,1,No,3,1,10,2,3,10,7,7,8,9434
29,Sales,3,2,Medical,Female,62,2,Sales Executive,Married,1,No,3,1,6,5,2,6,0,1,2,5561
35,Research & Development,6,4,Life Sciences,Male,82,2,Research Scientist,Single,1,No,3,0,17,3,3,17,11,11,8,6646
33,Research & Development,6,3,Life Sciences,Male,30,2,Healthcare Representative,Divorced,3,No,4,1,15,2,1,13,11,4,7,7725
54,Human Resources,19,4,Medical,Male,88,3,Human Resources,Married,2,No,3,1,16,1,4,9,7,7,1,10725
36,Research & Development,9,2,Medical,Male,48,2,Manufacturing Director,Divorced,2,Yes,3,1,13,2,3,3,2,0,2,8847
27,Research & Development,3,4,Medical,Male,54,1,Research Scientist,Single,0,No,3,0,5,0,3,4,2,1,1,2045
20,Research & Development,10,1,Medical,Male,32,1,Research Scientist,Single,1,Yes,3,0,1,5,3,1,0,1,1,1009
33,Research & Development,3,3,Life Sciences,Male,70,1,Research Scientist,Single,1,Yes,3,0,10,3,3,10,8,9,7,3348
35,Research & Development,3,3,Life Sciences,Male,41,1,Laboratory Technician,Married,1,No,3,2,1,3,3,1,0,0,0,1281
23,Research & Development,4,3,Medical,Male,58,1,Research Scientist,Married,2,No,3,1,5,3,4,3,2,0,2,2819
25,Sales,8,3,Life Sciences,Male,57,2,Sales Executive,Married,0,No,4,1,4,4,3,3,2,1,2,4851
38,Sales,7,4,Marketing,Female,46,2,Sales Executive,Single,0,No,4,0,8,2,3,7,7,0,5,4028
29,Research & Development,1,4,Life Sciences,Male,76,1,Research Scientist,Divorced,1,No,3,1,10,5,3,10,7,2,8,2720
48,Sales,2,1,Marketing,Male,56,2,Sales Executive,Married,3,No,3,0,12,3,3,2,2,2,2,8120
27,Sales,3,1,Medical,Female,71,2,Sales Executive,Divorced,1,Yes,4,2,6,3,3,6,5,0,4,4647
37,Research & Development,10,2,Life Sciences,Male,80,1,Research Scientist,Single,3,No,3,0,4,2,3,1,0,0,0,4680
50,Research & Development,28,1,Medical,Male,74,1,Laboratory Technician,Married,1,Yes,3,3,20,3,3,20,8,3,8,3221
34,Research & Development,9,3,Medical,Female,46,3,Healthcare Representative,Single,1,No,3,0,9,3,4,8,7,7,7,8621
24,Sales,3,2,Life Sciences,Female,65,2,Sales Executive,Single,9,No,3,0,4,3,3,2,2,2,0,4577
39,Research & Development,2,4,Technical Degree,Female,80,2,Healthcare Representative,Single,1,No,3,0,20,4,3,20,7,11,10,4553
32,Sales,10,3,Marketing,Male,55,2,Sales Executive,Single,1,No,3,0,10,2,2,10,7,0,8,5396
50,Sales,8,2,Technical Degree,Male,50,2,Sales Executive,Married,3,Yes,3,1,18,4,3,4,3,1,3,6796
38,Research & Development,1,4,Life Sciences,Female,33,2,Healthcare Representative,Single,0,No,3,0,10,4,2,9,7,1,8,7625
27,Research & Development,1,2,Life Sciences,Female,68,3,Manufacturing Director,Married,1,No,3,0,9,3,3,9,7,0,7,7412
32,Research & Development,3,2,Life Sciences,Female,39,3,Research Director,Single,3,No,3,0,10,6,3,7,7,7,7,11159
47,Sales,14,4,Marketing,Male,42,2,Sales Executive,Single,2,No,3,0,20,2,3,7,7,1,7,4960
40,Sales,5,4,Life Sciences,Male,48,3,Sales Executive,Married,5,Yes,4,1,20,2,3,18,13,1,12,10475
53,Research & Development,7,3,Life Sciences,Male,59,4,Research Director,Married,3,No,3,0,32,3,3,5,1,1,3,14814
41,Human Resources,10,4,Human Resources,Male,73,5,Manager,Divorced,3,No,3,3,23,2,2,21,6,12,6,19141
60,Sales,16,4,Marketing,Male,84,2,Sales Executive,Single,8,No,3,0,10,1,3,2,2,2,2,5405
27,Research & Development,10,2,Life Sciences,Male,32,3,Manufacturing Director,Divorced,1,No,4,2,9,4,2,9,7,1,7,8793
41,Human Resources,1,3,Human Resources,Male,59,5,Manager,Married,1,No,3,1,22,3,3,22,7,2,10,19189
50,Sales,8,4,Marketing,Male,54,1,Sales Representative,Married,7,No,3,1,4,2,3,2,2,2,2,3875
28,Research & Development,1,2,Life Sciences,Female,67,1,Research Scientist,Single,7,Yes,3,0,10,4,3,7,7,3,7,2216
36,Research & Development,8,3,Life Sciences,Female,63,3,Research Director,Married,9,No,3,1,10,2,3,8,7,0,5,11713
38,Research & Development,1,3,Life Sciences,Female,81,3,Manufacturing Director,Single,4,Yes,3,0,10,4,4,1,0,0,0,7861
44,Research & Development,24,3,Medical,Male,49,1,Laboratory Technician,Single,2,No,3,0,9,5,3,5,2,1,4,3708
47,Sales,3,3,Medical,Female,49,4,Sales Executive,Divorced,9,Yes,3,2,28,2,2,22,2,11,13,13770
30,Sales,27,5,Marketing,Male,99,2,Sales Executive,Divorced,7,No,4,1,10,2,2,8,7,7,7,5304
29,Sales,10,3,Life Sciences,Male,99,1,Sales Representative,Single,1,No,3,0,1,6,3,1,0,0,0,2642
42,Research & Development,19,3,Medical,Male,57,1,Research Scientist,Divorced,6,Yes,3,0,7,2,3,2,2,2,2,2759
43,Sales,15,3,Life Sciences,Male,47,2,Sales Executive,Married,3,No,3,1,7,5,3,2,2,2,2,6804
34,Research & Development,8,2,Medical,Female,96,2,Healthcare Representative,Single,3,No,3,0,10,2,3,5,1,4,3,6142
23,Research & Development,9,1,Medical,Male,37,1,Laboratory Technician,Married,1,No,3,1,5,2,4,4,3,0,2,2500
39,Human Resources,3,3,Human Resources,Female,44,2,Human Resources,Married,9,No,3,1,12,3,1,8,3,3,6,6389
56,Research & Development,9,3,Medical,Male,81,4,Healthcare Representative,Married,7,No,3,0,30,1,2,10,7,1,1,11103
40,Research & Development,2,1,Medical,Female,86,1,Research Scientist,Single,0,Yes,4,0,5,2,2,4,2,2,3,2342
27,Research & Development,7,3,Medical,Female,55,2,Healthcare Representative,Single,8,No,3,0,9,2,1,7,6,0,7,6811
29,Sales,10,3,Marketing,Male,83,1,Sales Representative,Divorced,1,No,3,2,2,2,3,2,2,2,2,2297
53,Research & Development,6,3,Life Sciences,Male,86,2,Laboratory Technician,Single,2,No,3,0,19,4,3,2,2,2,2,2450
35,Research & Development,2,4,Life Sciences,Female,61,2,Healthcare Representative,Divorced,2,No,3,1,16,2,4,1,0,0,0,5093
32,Research & Development,24,4,Life Sciences,Male,80,2,Laboratory Technician,Married,1,No,3,2,10,2,3,10,8,4,7,5309
38,Research & Development,2,5,Medical,Male,92,1,Research Scientist,Married,6,Yes,3,1,6,0,1,1,0,0,1,3057
34,Research & Development,8,5,Life Sciences,Female,32,2,Manufacturing Director,Divorced,3,No,3,1,7,3,3,0,0,0,0,5121
52,Sales,3,4,Marketing,Male,31,4,Manager,Married,1,No,3,0,34,3,4,34,6,1,16,16856
33,Research & Development,1,4,Other,Male,63,1,Research Scientist,Single,1,Yes,3,0,10,2,2,10,9,7,8,2686
25,Sales,26,1,Medical,Female,32,2,Sales Executive,Single,1,No,4,0,6,5,2,6,5,1,4,6180
45,Sales,2,2,Technical Degree,Male,46,2,Sales Representative,Single,0,No,3,0,9,3,3,8,7,3,1,6632
23,Research & Development,10,1,Medical,Male,79,1,Research Scientist,Single,1,No,3,0,2,3,3,2,2,0,2,3505
47,Sales,27,2,Life Sciences,Female,77,2,Sales Executive,Single,4,Yes,3,0,8,2,3,5,4,1,3,6397
34,Sales,2,3,Other,Male,60,2,Sales Executive,Single,1,No,4,0,6,5,3,6,5,1,4,6274
55,Research & Development,2,3,Medical,Male,78,5,Manager,Married,5,Yes,3,1,24,2,3,5,2,1,4,19859
36,Sales,8,4,Life Sciences,Male,76,3,Sales Executive,Single,1,No,3,0,10,1,3,10,7,0,9,7587
52,Research & Development,19,4,Medical,Male,41,1,Research Scientist,Married,0,No,3,1,5,3,3,4,3,1,2,4258
26,Research & Development,1,2,Life Sciences,Female,71,1,Laboratory Technician,Divorced,3,No,3,1,5,2,3,2,2,2,0,4364
29,Research & Development,27,3,Medical,Female,66,2,Healthcare Representative,Married,4,No,3,1,11,3,2,8,7,1,1,4335
26,Sales,8,3,Technical Degree,Male,38,2,Sales Executive,Single,6,No,3,0,6,2,2,4,3,1,2,5326
34,Research & Development,1,4,Life Sciences,Female,72,1,Research Scientist,Single,2,No,3,0,10,2,3,4,2,1,3,3280
54,Research & Development,19,4,Medical,Female,95,2,Manufacturing Director,Divorced,9,Yes,3,2,9,4,3,5,3,1,4,5485
27,Sales,8,1,Marketing,Male,84,2,Sales Executive,Married,0,No,3,1,5,3,3,4,2,1,1,4342
37,Research & Development,10,1,Life Sciences,Female,82,1,Research Scientist,Divorced,0,Yes,3,2,6,3,2,5,3,4,3,2782
38,Research & Development,2,4,Life Sciences,Female,75,2,Manufacturing Director,Single,6,Yes,3,0,17,2,3,15,7,4,12,5980
34,Research & Development,2,4,Medical,Female,86,1,Research Scientist,Single,1,No,3,0,6,3,3,6,5,1,3,4381
35,Sales,8,4,Life Sciences,Female,72,1,Sales Representative,Married,1,No,3,1,3,1,2,3,2,0,2,2572
30,Research & Development,1,3,Life Sciences,Male,38,1,Laboratory Technician,Married,3,No,4,2,7,2,3,2,2,0,2,3833
40,Research & Development,2,2,Medical,Female,38,2,Healthcare Representative,Married,1,No,4,1,8,2,3,8,7,3,7,4244
34,Sales,8,2,Life Sciences,Female,93,2,Sales Executive,Married,5,No,3,1,6,1,3,3,2,1,2,6500
42,Research & Development,8,3,Life Sciences,Male,66,5,Manager,Divorced,1,No,3,1,24,4,2,24,7,14,9,18430
23,Research & Development,6,3,Life Sciences,Male,63,1,Laboratory Technician,Married,1,Yes,4,2,1,2,3,0,0,0,0,1601
24,Research & Development,9,3,Life Sciences,Male,60,1,Laboratory Technician,Divorced,1,No,3,3,1,4,3,1,0,0,0,2694
52,Research & Development,11,4,Life Sciences,Female,82,2,Laboratory Technician,Married,8,No,4,1,9,3,3,5,2,1,4,3149
50,Research & Development,2,3,Medical,Male,64,4,Research Director,Married,5,No,3,0,30,3,3,4,3,0,3,17639
29,Research & Development,1,2,Life Sciences,Female,36,1,Laboratory Technician,Married,1,Yes,3,1,1,1,3,1,0,0,0,2319
33,Research & Development,7,3,Medical,Male,49,3,Research Director,Married,0,No,3,0,14,3,4,13,9,3,7,11691
33,Sales,16,3,Marketing,Female,69,2,Sales Executive,Single,5,No,3,0,6,3,3,3,2,0,2,5324
47,Research & Development,2,2,Other,Female,33,4,Manager,Married,1,Yes,3,1,26,3,2,26,14,3,0,16752
36,Research & Development,1,3,Other,Female,35,2,Manufacturing Director,Married,0,No,3,1,10,2,3,9,7,0,5,5228
29,Research & Development,23,2,Life Sciences,Male,81,1,Research Scientist,Married,1,No,4,1,10,3,3,10,7,0,7,2700
58,Research & Development,2,4,Life Sciences,Male,31,5,Research Director,Single,7,Yes,3,0,40,2,3,31,15,13,8,19246
35,Research & Development,1,4,Life Sciences,Female,40,1,Research Scientist,Single,3,No,3,0,7,0,3,2,2,2,2,2506
42,Research & Development,1,2,Life Sciences,Female,43,2,Manufacturing Director,Married,9,Yes,3,1,8,4,3,4,3,0,2,6062
28,Research & Development,2,4,Medical,Male,46,1,Research Scientist,Single,6,No,3,0,5,3,2,2,2,2,1,4382
36,Human Resources,13,3,Human Resources,Male,36,1,Human Resources,Married,4,No,3,1,8,2,3,5,2,0,4,2143
32,Research & Development,4,3,Life Sciences,Female,98,2,Manufacturing Director,Married,1,No,3,1,14,3,3,14,13,6,8,6162
40,Research & Development,16,4,Medical,Male,51,2,Laboratory Technician,Single,6,No,3,0,10,6,3,1,0,0,0,5094
30,Research & Development,2,3,Medical,Female,52,2,Manufacturing Director,Single,5,Yes,4,0,12,4,2,0,0,0,0,6877
45,Research & Development,2,3,Life Sciences,Female,95,1,Research Scientist,Single,1,No,3,0,1,3,3,1,0,0,0,2274
42,Research & Development,29,3,Life Sciences,Male,98,2,Manufacturing Director,Married,1,No,3,1,10,3,2,9,8,7,8,4434
38,Research & Development,12,3,Life Sciences,Male,45,2,Healthcare Representative,Divorced,2,No,3,1,13,3,2,4,3,1,2,6288
34,Research & Development,16,4,Life Sciences,Female,100,1,Research Scientist,Single,1,No,3,0,6,3,3,5,2,1,3,2553
49,Sales,11,3,Marketing,Female,43,3,Sales Executive,Married,1,No,3,2,9,3,4,9,8,7,7,7654
55,Sales,2,1,Medical,Male,37,2,Sales Executive,Single,4,No,3,0,12,3,2,9,7,7,3,5160
43,Research & Development,14,2,Life Sciences,Male,94,4,Research Director,Married,6,No,4,1,22,3,3,4,1,1,0,17159
27,Research & Development,5,1,Technical Degree,Male,42,3,Research Director,Divorced,1,Yes,3,1,9,3,3,9,8,0,8,12808
35,Research & Development,7,3,Other,Male,59,3,Manufacturing Director,Single,3,No,4,0,17,3,4,8,5,1,6,10221
28,Sales,2,4,Marketing,Female,81,2,Sales Executive,Married,1,Yes,4,0,8,2,3,8,7,7,5,4779
34,Human Resources,3,2,Human Resources,Male,88,1,Human Resources,Married,0,No,3,1,4,1,1,3,2,0,2,3737
26,Research & Development,5,2,Medical,Female,88,1,Research Scientist,Married,1,Yes,3,1,8,2,3,8,7,1,7,2366
27,Research & Development,3,3,Medical,Male,50,1,Research Scientist,Married,1,No,3,3,0,6,2,0,0,0,0,1706
51,Sales,26,4,Marketing,Female,66,4,Manager,Married,2,No,3,1,29,2,2,20,6,4,17,16307
44,Research & Development,4,3,Medical,Male,50,2,Healthcare Representative,Single,9,No,3,0,10,2,2,5,2,2,3,5933
25,Research & Development,2,1,Medical,Male,65,1,Research Scientist,Single,7,No,3,0,6,3,2,4,3,0,1,3424
33,Sales,1,3,Medical,Male,48,2,Sales Executive,Divorced,1,No,4,1,9,5,3,9,8,0,8,4037
35,Research & Development,27,1,Medical,Female,53,1,Research Scientist,Single,1,No,3,0,6,3,2,6,5,1,1,2559
36,Sales,1,2,Life Sciences,Male,56,2,Sales Executive,Married,1,Yes,3,1,18,1,2,18,14,4,11,6201
32,Sales,13,4,Life Sciences,Male,73,2,Sales Executive,Divorced,2,No,3,1,8,3,2,5,2,0,3,4403
30,Research & Development,5,4,Life Sciences,Male,75,1,Research Scientist,Divorced,9,No,3,1,10,3,2,5,4,0,3,3761
53,Sales,7,2,Marketing,Female,78,3,Sales Executive,Married,7,Yes,3,1,35,3,3,5,2,0,4,10934
45,Sales,9,3,Marketing,Male,74,3,Sales Executive,Divorced,4,Yes,3,1,18,2,3,5,4,0,2,10761
32,Research & Development,8,2,Medical,Female,91,2,Research Scientist,Married,5,No,3,1,9,3,2,5,3,1,3,5175
52,Research & Development,25,4,Medical,Female,81,4,Manufacturing Director,Married,3,No,4,0,31,3,3,9,8,0,0,13826
37,Sales,16,4,Marketing,Male,66,2,Sales Executive,Divorced,4,No,3,2,9,2,3,1,0,0,0,6334
28,Human Resources,8,2,Medical,Male,63,1,Human Resources,Divorced,1,No,3,1,6,6,3,5,1,0,4,4936
22,Research & Development,1,2,Life Sciences,Male,33,2,Manufacturing Director,Married,6,No,4,2,4,2,1,2,2,2,2,4775
44,Research & Development,8,4,Life Sciences,Male,62,1,Laboratory Technician,Married,2,Yes,4,1,10,2,2,3,2,0,2,2818
42,Research & Development,2,1,Medical,Male,35,1,Research Scientist,Single,5,Yes,3,0,8,2,3,2,1,2,2,2515
36,Human Resources,8,3,Life Sciences,Male,77,1,Human Resources,Married,0,No,4,0,6,3,3,5,4,0,3,2342
25,Sales,3,1,Other,Male,98,2,Sales Executive,Married,1,Yes,3,0,5,3,3,5,3,0,3,4194
35,Research & Development,9,3,Life Sciences,Female,66,3,Manufacturing Director,Married,1,Yes,4,1,17,2,3,17,14,5,15,10685
35,Research & Development,25,4,Life Sciences,Female,96,1,Research Scientist,Divorced,1,Yes,3,1,10,3,2,10,2,7,8,2022
32,Research & Development,1,3,Life Sciences,Male,61,1,Laboratory Technician,Divorced,0,No,3,1,4,2,3,3,0,0,2,2314
25,Sales,4,1,Marketing,Male,87,2,Sales Executive,Married,1,No,3,0,5,1,4,5,2,0,3,4256
49,Research & Development,1,3,Technical Degree,Female,36,1,Research Scientist,Married,2,No,3,1,7,2,3,4,2,0,2,3580
24,Research & Development,4,1,Life Sciences,Male,46,1,Laboratory Technician,Married,0,No,3,0,6,2,2,5,2,3,4,3162
32,Sales,5,2,Life Sciences,Male,48,2,Sales Executive,Married,1,No,3,1,10,3,3,10,8,5,3,6524
38,Sales,9,3,Marketing,Male,98,1,Sales Representative,Married,0,No,3,1,3,3,3,2,2,1,2,2899
42,Research & Development,3,3,Life Sciences,Female,95,2,Laboratory Technician,Married,2,Yes,3,1,17,1,2,5,3,1,3,5231
31,Research & Development,11,4,Life Sciences,Male,48,1,Research Scientist,Married,3,Yes,3,1,8,2,3,6,4,0,2,2356
29,Sales,1,3,Medical,Female,48,1,Sales Representative,Divorced,6,Yes,3,3,5,3,3,3,2,0,2,2800
53,Sales,8,3,Marketing,Male,73,4,Sales Executive,Married,5,No,3,1,28,3,3,2,0,2,2,11836
35,Research & Development,25,3,Technical Degree,Male,78,3,Manufacturing Director,Married,3,No,3,0,16,2,3,13,10,4,8,10903
37,Sales,21,2,Medical,Female,54,1,Sales Representative,Married,5,No,3,1,10,3,3,5,4,0,0,2973
53,Research & Development,23,4,Life Sciences,Female,72,4,Research Director,Single,6,No,3,0,33,0,3,12,9,3,8,14275
43,Research & Development,1,3,Life Sciences,Female,33,2,Healthcare Representative,Married,4,No,3,1,12,2,2,5,2,2,2,5562
47,Sales,2,2,Marketing,Female,35,2,Sales Executive,Married,0,Yes,4,1,8,2,3,7,6,7,7,4537
37,Sales,19,2,Medical,Male,32,3,Sales Executive,Single,1,Yes,3,0,10,2,3,10,0,0,9,7642
50,Research & Development,2,4,Life Sciences,Male,98,4,Manager,Divorced,1,No,3,1,31,3,3,31,6,14,7,17924
39,Human Resources,2,3,Life Sciences,Female,42,2,Human Resources,Married,8,No,3,2,13,2,3,5,4,0,4,5204
33,Human Resources,3,2,Human Resources,Male,57,1,Human Resources,Divorced,3,Yes,3,1,7,4,4,4,3,0,3,2277
32,Research & Development,25,4,Life Sciences,Male,87,1,Laboratory Technician,Single,1,Yes,4,0,1,2,1,1,0,0,1,2795
29,Research & Development,7,1,Medical,Female,62,1,Laboratory Technician,Divorced,6,No,3,3,8,5,3,4,3,0,3,2532
44,Research & Development,9,2,Life Sciences,Male,61,1,Research Scientist,Married,1,Yes,3,0,8,0,3,8,7,7,1,2559
28,Sales,5,4,Medical,Male,98,2,Sales Executive,Single,1,No,3,0,4,3,3,4,2,0,2,4908
58,Research & Development,2,1,Life Sciences,Male,57,1,Laboratory Technician,Divorced,9,Yes,3,1,3,3,2,1,0,0,0,2380
43,Research & Development,8,3,Life Sciences,Female,55,2,Manufacturing Director,Divorced,4,No,4,1,4,2,4,1,0,0,0,4765
20,Sales,2,3,Medical,Female,49,1,Sales Representative,Single,1,No,3,0,2,3,2,2,2,0,2,2044
21,Research & Development,18,1,Other,Female,65,1,Research Scientist,Single,1,No,3,0,1,3,2,1,0,0,0,2693
36,Research & Development,14,1,Life Sciences,Male,68,2,Healthcare Representative,Married,0,Yes,3,1,17,2,2,16,8,4,11,6586
47,Sales,2,4,Life Sciences,Female,65,1,Sales Representative,Single,1,Yes,3,0,3,3,2,3,2,1,2,3294
22,Research & Development,3,1,Life Sciences,Female,34,2,Manufacturing Director,Married,0,Yes,3,1,4,3,4,3,2,0,2,4171
41,Research & Development,2,4,Life Sciences,Female,57,1,Laboratory Technician,Divorced,4,Yes,3,1,10,1,2,7,7,1,0,2778
28,Research & Development,9,3,Medical,Female,77,1,Research Scientist,Divorced,5,No,3,1,6,2,3,2,2,2,2,2377
39,Research & Development,6,3,Medical,Male,70,1,Laboratory Technician,Married,7,Yes,4,0,8,2,1,2,2,2,2,2404
27,Research & Development,4,3,Life Sciences,Female,76,1,Research Scientist,Single,1,No,3,0,1,2,3,1,1,0,0,2318
34,Research & Development,10,3,Life Sciences,Male,83,1,Laboratory Technician,Divorced,1,No,3,2,1,3,3,1,0,1,0,2008
42,Sales,14,2,Medical,Female,68,2,Sales Executive,Single,7,No,3,0,10,6,3,5,4,0,3,6244
33,Research & Development,1,4,Other,Male,100,1,Research Scientist,Single,3,Yes,3,0,6,1,3,3,2,0,2,2799
58,Research & Development,5,3,Technical Degree,Female,37,3,Healthcare Representative,Divorced,2,Yes,3,1,24,3,3,6,0,0,4,10552
31,Sales,7,4,Life Sciences,Male,41,1,Sales Representative,Married,3,No,3,0,13,2,4,7,7,5,2,2329
35,Research & Development,21,1,Life Sciences,Female,51,2,Healthcare Representative,Married,1,Yes,4,1,10,2,1,10,6,0,7,4014
49,Research & Development,8,2,Other,Female,51,3,Laboratory Technician,Married,4,No,3,1,29,3,2,26,9,1,7,7403
48,Research & Development,20,4,Medical,Male,51,1,Research Scientist,Married,4,No,3,2,13,2,2,0,0,0,0,2259
31,Sales,20,2,Marketing,Female,45,2,Sales Executive,Married,1,No,3,1,9,2,2,9,8,0,0,6932
36,Research & Development,7,4,Other,Male,65,1,Research Scientist,Single,2,No,3,0,8,6,3,6,2,0,1,4678
38,Research & Development,1,3,Technical Degree,Female,80,3,Research Director,Married,1,No,3,1,15,3,3,15,12,5,11,13582
32,Research & Development,1,3,Life Sciences,Female,70,1,Laboratory Technician,Married,6,No,4,0,5,3,3,3,0,0,2,2332
